,strain,type,rating,effects,taste
1994,Super Sour Diesel,sativa,4.5,"Uplifted,Happy,Euphoric,Creative,Energetic","Diesel,Sweet,Earthy"
1995,Super Sour Og,hybrid,4.6,"Relaxed,Uplifted,Happy,Focused,Giggly","Citrus,Sweet,Lemon"
1996,Super Sour Skunk,hybrid,4.5,"Happy,Euphoric,Talkative,Sleepy,Uplifted","Citrus,Earthy,Diesel"
1997,Super Sour Widow,hybrid,4.7,"Euphoric,Energetic,Happy,Uplifted,Relaxed","Pungent,Spicy/Herbal,Earthy"
1998,Super Sweet,hybrid,4.8,"Happy,Relaxed,Uplifted,Focused,Giggly","Sweet,Honey,Berry"
1999,Supergirl,indica,4.5,"Happy,Relaxed,Sleepy,Euphoric,Giggly","Earthy,Woody,Spicy/Herbal"
2000,Superglue,hybrid,4.7,"Relaxed,Happy,Euphoric,Uplifted,Giggly","Earthy,Woody,Pungent"
2001,Superman Og,indica,4.3,"Relaxed,Sleepy,Euphoric,Happy,Hungry","Earthy,Pine,Pungent"
2002,Supermax Og,hybrid,4.9,"Relaxed,Happy,Euphoric,Tingly,Uplifted","Pungent,Pine,Diesel"
2003,Supernatural,sativa,4.4,"Euphoric,Relaxed,Happy,Creative,Energetic","Earthy,Citrus,Flowery"
2004,Supernova,hybrid,4.3,"Happy,Uplifted,Relaxed,Euphoric,Creative","Sweet,Pungent,Flowery"
2005,Superstar,hybrid,4,"Relaxed,Focused,Euphoric,Uplifted,Happy","Citrus,Blueberry,Strawberry"
2006,Suzy Q,hybrid,4.3,"Relaxed,Focused,Uplifted,Talkative,Happy","Pine,Earthy,Spicy/Herbal"
2007,Swazi Gold,sativa,3.7,"Hungry,Relaxed,Focused,Creative,Giggly","Woody,Citrus,Earthy"
2008,Sweet Baby Jane,indica,4.3,"Relaxed,Tingly,Giggly,Happy,Hungry","Citrus,Sweet,Pungent"
2009,Sweet Berry,hybrid,4.2,"Relaxed,Happy,Creative,Uplifted,Euphoric","Berry,Sweet,Sage"
2010,Sweet Black Angel,indica,4.7,"Relaxed,Sleepy,Happy,Euphoric,Tingly","Sweet,Pine,Berry"
2011,Sweet Cheese,sativa,4.3,"Relaxed,Happy,Euphoric,Creative,Focused","Cheese,Sweet,Pungent"
2012,Sweet Deep Grapefruit,indica,4,"Relaxed,Sleepy,Euphoric,Hungry,Happy","Grapefruit,Citrus,Sweet"
2013,Sweet Diesel,sativa,4.1,"Happy,Euphoric,Relaxed,Giggly,Energetic","Woody,Sweet,Diesel"
2014,Sweet Dream,hybrid,4.6,"Euphoric,Creative,Giggly,Happy,Relaxed","Berry,Earthy,Pungent"
2015,Sweet Dreams,hybrid,4.3,"Sleepy,Relaxed,Hungry,Uplifted,Happy","Earthy,Skunk,Pungent"
2016,Sweet Harlem Diesel,hybrid,4.7,"Aroused,Talkative,Uplifted,Creative,Euphoric","Pear,Diesel,Sweet"
2017,Sweet Hawaiian Tangie Banana,hybrid,None,None,None
2018,Sweet Jane,sativa,4.6,"Happy,Focused,Aroused,Sleepy,Tingly","Rose,Sweet,Citrus"
2019,Sweet Kush,hybrid,4.4,"Hungry,Happy,Relaxed,Euphoric,Sleepy","Citrus,Sweet,Flowery"
2020,Sweet Lafayette,indica,3.6,"Relaxed,Happy,Euphoric,Uplifted,Aroused","Citrus,Earthy,Pine"
2021,Sweet Nina,hybrid,3.9,"Happy,Relaxed,Euphoric,Focused,Uplifted","Diesel,Skunk,Tobacco"
2022,Sweet Pebbles,hybrid,4.8,"Euphoric,Creative,Happy,Focused,Relaxed","Sweet,Berry,Citrus"
2023,Sweet Skunk,hybrid,4.2,"Energetic,Euphoric,Creative,Happy,Aroused","Citrus,Spicy/Herbal,Minty"
2024,Sweet Tooth,indica,4.2,"Relaxed,Happy,Euphoric,Uplifted,Sleepy","Sweet,Flowery,Berry"
2025,Sweet And Sour Widow,indica,4.5,"Relaxed,Uplifted,Happy,Focused,Sleepy","Earthy,Sweet,Woody"
2026,Swiss Bliss,hybrid,4,"Euphoric,Happy,Talkative,Creative,Giggly","Sweet,Citrus,Earthy"
2027,Swiss Gold,sativa,4.6,"Relaxed,Happy,Focused,Uplifted,Hungry","Diesel,Citrus,Berry"
2028,Swiss,indica,4.3,"Energetic,Creative,Relaxed,Happy,Uplifted","Pungent,Ammonia,Berry"
2029,Swiss Tsunami,sativa,4.8,"Relaxed,Uplifted,Focused,Happy,Sleepy","Earthy,Citrus,Orange"
2030,Thc Bomb,hybrid,4.2,"Relaxed,Happy,Giggly,Uplifted,Hungry","Earthy,Pungent,Sweet"
2031,Tjs Cbd,hybrid,4.3,"Focused,Uplifted,Creative,Talkative,Energetic","Woody,Earthy,Pungent"
2032,Tahoe Alien,hybrid,4.5,"Relaxed,Happy,Hungry,Creative,Euphoric","Pine,Diesel,Skunk"
2033,Tahoe Frostbite,hybrid,5,"Aroused,Talkative,Euphoric,Happy,Relaxed",None
2034,Tahoe Hydro Champagne,hybrid,3.7,"Energetic,Happy,Talkative,Tingly,Uplifted","Sweet,Citrus,Lime"
2035,Tahoe Og,hybrid,4.4,"Relaxed,Sleepy,Happy,Euphoric,Hungry","Earthy,Pine,Citrus"
2036,Tahoe Purps,indica,3,"Sleepy,Creative,Hungry,Relaxed","Citrus,Earthy,Woody"
2037,Tangelo,hybrid,4.3,"Euphoric,Happy,Uplifted,Energetic,Focused","Citrus,Sweet,Earthy"
2038,Tangelo Kush,hybrid,4,"Relaxed,Sleepy,Giggly,Talkative,Uplifted","Peach,Lemon,Citrus"
2039,Tangenesia,hybrid,5,None,None
2040,Tangerine,hybrid,4.2,"Happy,Uplifted,Energetic,Relaxed,Creative","Citrus,Orange,Sweet"
2041,Tangerine Dream,hybrid,4.4,"Happy,Relaxed,Euphoric,Uplifted,Energetic","Citrus,Orange,Sweet"
2042,Tangerine Haze,hybrid,4.5,"Talkative,Uplifted,Energetic,Euphoric,Happy","Citrus,Orange,Sweet"
2043,Tangerine Kush,indica,4.1,"Relaxed,Sleepy,Happy,Euphoric,Hungry","Citrus,Orange,Tropical"
2044,Tangerine Man,sativa,4.8,"Euphoric,Energetic,Uplifted,Hungry,Happy","Citrus,Orange,Pungent"
2045,Tangerine Power,hybrid,4.4,"Happy,Relaxed,Tingly,Sleepy,Uplifted","Citrus,Orange,Sweet"
2046,Tangerine Sunrise,sativa,4.8,"Tingly,Relaxed,Aroused,Happy,Creative","Citrus,Woody,Sage"
2047,Tangerine Trainwreck Haze,sativa,5,"Euphoric,Aroused,Uplifted,Creative,Energetic","Sweet,Citrus,Orange"
2048,Tangie,sativa,4.5,"Happy,Uplifted,Energetic,Euphoric,Relaxed","Citrus,Orange,Sweet"
2049,Tangie Dream,hybrid,4.4,"Tingly,Creative,Focused,Uplifted,Happy","Citrus,Sweet,Orange"
2050,Tangie Ghost Train,sativa,4.7,"Uplifted,Happy,Energetic,Euphoric,Focused","Citrus,Orange,Pungent"
2051,Tangier Chilly,hybrid,5,"Talkative,Uplifted,Creative,Energetic,Giggly","Citrus,Orange,Pine"
2052,Tangilope,sativa,4.6,"Happy,Uplifted,Energetic,Talkative,Creative","Citrus,Orange,Tropical"
2053,Tango Kush,hybrid,4.3,"Energetic,Focused,Uplifted,Euphoric,Happy","Mango,Sweet,Citrus"
2054,Tardis,sativa,5,"Talkative,Creative,Euphoric,Focused,Aroused","Sweet,Diesel,Spicy/Herbal"
2055,Tembo Kush,hybrid,4.5,"Happy,Euphoric,Creative,Relaxed,Focused","Sweet,Berry,Earthy"
2056,Terminator Og,indica,4.7,"Relaxed,Happy,Sleepy,Creative,Euphoric","Sweet,Pine,Rose"
2057,Tesla,hybrid,4.7,"Uplifted,Relaxed,Happy,Euphoric,Giggly","Tropical,Pepper,Sweet"
2058,Tesla Tower,sativa,4.8,"Tingly,Uplifted,Relaxed,Creative,Energetic","Pepper,Sweet,Berry"
2059,Thai,sativa,4.2,"Happy,Relaxed,Focused,Uplifted,Energetic","Earthy,Flowery,Sweet"
2060,Thai Girl,hybrid,4,"Euphoric,Relaxed,Energetic,Focused,Tingly","Tropical,Sweet,Citrus"
2061,Thai Haze,sativa,4.3,"Creative,Energetic,Happy,Aroused,Euphoric","Pine,Pepper,Sweet"
2062,Thai Lights,hybrid,4.7,"Uplifted,Happy,Euphoric,Relaxed,Energetic","Earthy,Spicy/Herbal,Pine"
2063,Thai Tanic,sativa,4,"Energetic,Uplifted,Happy,Focused,Euphoric","Sweet,Earthy,Woody"
2064,The Big Dirty,hybrid,5,"Uplifted,Hungry,Relaxed","Lemon,Earthy"
2065,The Black,indica,4.4,"Relaxed,Happy,Sleepy,Uplifted,Euphoric","Earthy,Sweet,Woody"
2066,The Blintz,hybrid,5,"Uplifted,Creative,Energetic,Focused,Happy","Lavender,Earthy,Pungent"
2067,The Blood,sativa,4.6,"Uplifted,Aroused,Creative,Energetic,Euphoric","Earthy,Pungent,Tropical"
2068,The Brotherhood,hybrid,4.5,"Happy,Uplifted,Euphoric,Relaxed,Hungry","Earthy,Coffee,Sweet"
2069,The Cough,sativa,4.5,"Uplifted,Euphoric,Energetic,Focused,Giggly","Pungent,Pine,Citrus"
2070,The Doctor,indica,4.4,"Euphoric,Happy,Sleepy,Aroused,Energetic","Citrus,Sweet,Grapefruit"
2071,The Flav,hybrid,4.2,"Euphoric,Relaxed,Happy,Sleepy,Energetic","Berry,Flowery,Diesel"
2072,The Gift,hybrid,5,"Uplifted,Relaxed","Sweet,Earthy"
2073,The Grunk,hybrid,4.6,"Euphoric,Happy,Uplifted,Relaxed,Tingly","Grape,Skunk,Sweet"
2074,Hog,indica,4,"Giggly,Sleepy,Relaxed,Euphoric,Happy","Woody,Sweet,Earthy"
2075,The Loops,indica,5,"Euphoric,Giggly,Happy,Relaxed,Sleepy",None
2076,The Ox,indica,4.8,"Relaxed,Hungry,Euphoric,Happy,Uplifted","Coffee,Berry,Sweet"
2077,The One,hybrid,4.9,"Happy,Giggly,Euphoric,Relaxed,Tingly","Pungent,Pine,Diesel"
2078,The Ooze,indica,5,"Tingly,Uplifted,Creative,Euphoric,Focused","Spicy/Herbal,Sweet,Apple"
2079,The Sauce,hybrid,4.8,"Happy,Uplifted,Relaxed,Euphoric,Creative","Earthy,Sweet,Citrus"
2080,The Sheriff,hybrid,4,"Sleepy,Uplifted,Relaxed","Earthy,Woody"
2081,The Sister,indica,4.3,"Relaxed,Uplifted,Creative,Euphoric,Focused","Sweet,Diesel,Citrus"
2082,The Third Dimension,hybrid,4.5,"Uplifted,Happy,Energetic,Euphoric,Creative","Citrus,Earthy,Chemical"
2083,The Truth,hybrid,4.6,"Relaxed,Uplifted,Euphoric,Happy,Sleepy","Earthy,Woody,Berry"
2084,The Void,hybrid,4.5,"Happy,Uplifted,Relaxed,Euphoric,Sleepy","Sweet,Grape,Flowery"
2085,The White,hybrid,4.6,"Relaxed,Euphoric,Happy,Creative,Uplifted","Earthy,Pine,Pungent"
2086,The White Angel,hybrid,4.2,"Aroused,Relaxed","Diesel,Pungent,Pine"
2087,The Wife,hybrid,4.9,"Relaxed,Uplifted,Happy,Tingly,Euphoric","Lemon,Sweet,Tree,Fruit"
2088,The Wills,hybrid,None,"Talkative,Tingly,Uplifted,Creative,Euphoric","Pungent,Woody,Pine"
2089,Thelonious Skunk,hybrid,4.8,"Euphoric,Happy,Relaxed,Uplifted,Energetic","Skunk,Citrus,Spicy/Herbal"
2090,Thin Mint,hybrid,4.6,"Relaxed,Euphoric,Happy,Uplifted,Hungry","Minty,Mint,Sweet"
2091,Think Different,hybrid,4.3,"Happy,Energetic,Creative,Focused,Uplifted","Flowery,Sweet,Lemon"
2092,Thors Hammer,sativa,4.3,"Euphoric,Creative,Energetic,Happy,Aroused","Sweet,Pungent,Menthol"
2093,Throwback Kush,indica,4.3,"Hungry,Relaxed,Sleepy,Happy","Earthy,Woody"
2094,Thunderbird Rose,sativa,4.8,"Euphoric,Uplifted,Relaxed,Focused,Happy","Rose,Sweet,Earthy"
2095,Thunderstruck,sativa,4.9,"Relaxed,Uplifted,Creative,Focused,Talkative","Sweet,Earthy,Tropical"
2096,Tickle Kush,hybrid,4.3,"Happy,Uplifted,Creative,Euphoric,Sleepy","Berry,Apple,Spicy/Herbal"
2097,Tiger Woods,hybrid,4.1,"Relaxed,Giggly,Hungry,Creative,Energetic","Sweet,Flowery,Pungent"
2098,Tigers Milk,indica,4.6,"Relaxed,Euphoric,Happy,Sleepy,Uplifted","Earthy,Pungent,Flowery"
2099,Tigermelon,indica,3,"Happy,Creative,Relaxed","Spicy/Herbal,Citrus,Chestnut"
2100,Tillamook Strawberry,hybrid,4.7,"Happy,Relaxed,Focused,Euphoric,Energetic","Strawberry,Sweet,Berry"
2101,Timewreck,sativa,4.4,"Euphoric,Happy,Uplifted,Talkative,Giggly","Citrus,Pepper,Grapefruit"
2102,Tina Danza,hybrid,4.6,"Happy,Euphoric,Relaxed,Sleepy,Creative","Earthy,Pine,Lemon"
2103,Titans Haze,sativa,4.3,"Happy,Tingly,Energetic,Euphoric,Talkative","Spicy/Herbal,Pungent,Skunk"
2104,Tokyo Og,hybrid,4.6,"Euphoric,Relaxed,Happy,Uplifted,Sleepy","Pine,Lemon,Sweet"
2105,Tommys Home Grown,hybrid,4,"Energetic,Relaxed,Uplifted,Creative,Focused","Earthy,Spicy/Herbal,Tropical"
2106,Tonics Web,indica,None,None,None
2107,Tora Bora,indica,4.5,"Happy,Relaxed,Sleepy,Euphoric,Creative","Pine,Earthy,Berry"
2108,Toxic,hybrid,4.5,"Sleepy,Focused,Happy,Relaxed,Energetic","Flowery,Earthy"
2109,Toxic Punch,hybrid,4.1,"Happy,Hungry,Relaxed,Energetic,Uplifted","Pine,Berry,Citrus"
2110,Training Day,indica,4.5,"Relaxed,Euphoric,Tingly,Happy,Sleepy","Citrus,Lime,Chemical"
2111,Trainwreck,hybrid,4.2,"Happy,Euphoric,Relaxed,Uplifted,Creative","Earthy,Pine,Lemon"
2112,Tranquil Elephantizer Remix,indica,4.3,"Relaxed,Sleepy,Euphoric,Happy,Hungry","Sweet,Berry,Earthy"
2113,Trash,hybrid,4.7,"Relaxed,Happy,Uplifted,Euphoric,Focused","Pungent,Skunk,Diesel"
2114,Travel Joint,hybrid,4.5,"Relaxed,Focused,Aroused,Uplifted,Energetic","Lime,Lemon,Earthy"
2115,Treasure Island,hybrid,4.7,"Focused,Relaxed,Uplifted,Energetic,Happy","Pepper,Spicy/Herbal,Flowery"
2116,Tree Of Life,hybrid,4.9,"Happy,Creative,Relaxed,Uplifted,Euphoric","Earthy,Spicy/Herbal,Woody"
2117,Tres Dawg,hybrid,4.5,"Relaxed,Sleepy,Happy,Uplifted,Energetic","Citrus,Pungent,Diesel"
2118,Triangle Kush,indica,4.5,"Sleepy,Relaxed,Euphoric,Happy,Uplifted","Earthy,Pine,Sweet"
2119,Trident,hybrid,4.3,"Relaxed,Happy,Uplifted,Focused,Tingly","Citrus,Sweet,Pungent"
2120,Trifecta,hybrid,4.4,"Tingly,Sleepy,Hungry,Happy,Uplifted",Skunk
2121,Trinity,sativa,4.3,"Happy,Uplifted,Euphoric,Relaxed,Aroused","Earthy,Pungent,Skunk"
2122,Triple Cheese,indica,4.5,"Relaxed,Sleepy,Happy,Euphoric,Tingly","Earthy,Pungent,Cheese"
2123,Triple Diesel,sativa,4.2,"Relaxed,Focused,Sleepy,Euphoric,Happy","Diesel,Sweet,Earthy"
2124,Trix,sativa,4.9,"Uplifted,Energetic,Focused,Relaxed,Tingly","Lime,Grapefruit,Tropical"
2125,Tropic Thunder,hybrid,4.6,"Happy,Uplifted,Energetic,Creative,Relaxed","Tropical,Sweet,Pineapple"
2126,Tropicali,hybrid,4.4,"Euphoric,Uplifted,Relaxed,Energetic,Happy","Tropical,Orange,Sweet"
2127,True Og,indica,4.4,"Relaxed,Euphoric,Happy,Sleepy,Creative","Earthy,Pine,Pungent"
2128,True X,indica,3,"Uplifted,Focused,Sleepy,Relaxed,Tingly","Earthy,Woody,Pine"
2129,Truffle Butter,indica,4.5,"Aroused,Sleepy,Euphoric,Giggly,Happy","Sweet,Vanilla,Chestnut"
2130,Truth Serum,hybrid,4.3,"Talkative,Energetic,Happy,Sleepy,Uplifted","Spicy/Herbal,Pepper,Citrus"
2131,Tuna Kush,indica,4.5,"Relaxed,Sleepy,Happy,Euphoric,Uplifted","Skunk,Earthy,Pungent"
2132,Tuna Og,hybrid,2,None,None
2133,Turbo Mind Warp,hybrid,4.5,"Happy,Hungry,Uplifted,Euphoric,Focused","Spicy/Herbal,Flowery,Earthy"
2134,Tutankhamon,sativa,4.6,"Happy,Focused,Uplifted,Energetic,Euphoric","Pungent,Skunk,Flowery"
2135,Tutti Frutti,hybrid,4.2,"Happy,Euphoric,Uplifted,Energetic,Relaxed","Berry,Sweet,Tropical"
2136,Twista,sativa,4.2,"Creative,Energetic,Happy,Talkative,Focused","Sweet,Citrus,Lime"
2137,Twisted Citrus,sativa,4.5,"Energetic,Uplifted,Relaxed,Creative,Happy","Citrus,Orange,Earthy"
2138,Tyson,indica,4.8,"Relaxed,Sleepy,Uplifted,Hungry,Happy","Earthy,Pungent,Sweet"
2139,U2 Kush,indica,4.1,"Relaxed,Happy,Uplifted,Hungry,Giggly","Sweet,Woody,Flowery"
2140,Uk Cheese,hybrid,4.2,"Happy,Relaxed,Uplifted,Euphoric,Energetic","Cheese,Pungent,Berry"
2141,Uw,indica,4.3,"Relaxed,Sleepy,Hungry,Happy,Uplifted","Tree,Fruit,Sweet,Grape"
2142,Ultimate Trainwreck,sativa,4.4,"Euphoric,Energetic,Aroused,Focused,Happy","Tropical,Sweet,Spicy/Herbal"
2143,Ultra Banana,indica,5,"Sleepy,Tingly,Giggly,Hungry,Relaxed","Ammonia,Lemon,Pineapple"
2144,Ultra Sonja,hybrid,4.6,"Relaxed,Giggly,Euphoric,Focused,Tingly","Pungent,Tree,Fruit,Sweet"
2145,Ultra Sour,sativa,4.8,"Uplifted,Creative,Energetic,Euphoric,Focused","Diesel,Skunk,Lime"
2146,Ultraviolet Og,indica,4.7,"Relaxed,Happy,Uplifted,Euphoric,Sleepy","Flowery,Berry,Earthy"
2147,Urkle Train Haze,hybrid,4.9,"Happy,Euphoric,Uplifted,Talkative,Relaxed","Grape,Sweet,Pine"
2148,Vcdc,hybrid,4.5,"Relaxed,Happy,Euphoric,Focused,Uplifted","Earthy,Berry,Citrus"
2149,Az Super Sour Og,hybrid,4.9,"Uplifted,Happy,Giggly,Energetic,Relaxed","Pungent,Sage,Woody"
2150,Vader Og,indica,4.5,"Sleepy,Relaxed,Happy,Euphoric,Hungry","Earthy,Flowery,Sweet"
2151,Valentine X,hybrid,4.4,"Relaxed,Creative,Tingly,Euphoric,Focused","Citrus,Earthy,Pungent"
2152,Valley Ghash,hybrid,4.4,"Euphoric,Relaxed,Sleepy,Hungry,Happy","Sweet,Berry,Tropical"
2153,Valley Girl,hybrid,4.7,"Happy,Relaxed,Euphoric,Energetic,Uplifted","Pine,Flowery,Earthy"
2154,Vanilla Kush,indica,4.3,"Relaxed,Happy,Sleepy,Euphoric,Hungry","Vanilla,Sweet,Flowery"
2155,Velvet Bud,sativa,3.9,"Uplifted,Energetic,Euphoric,Talkative,Aroused","Sweet,Citrus,Spicy/Herbal"
2156,Velvet Purps,hybrid,5,"Happy,Relaxed,Euphoric,Sleepy,Tingly",None
2157,Venice Og,sativa,4.3,"Uplifted,Happy,Energetic,Creative,Focused","Citrus,Pine,Pungent"
2158,Venom Og,hybrid,4.4,"Relaxed,Euphoric,Sleepy,Happy,Uplifted","Earthy,Pungent,Pine"
2159,Venus Og,hybrid,4.8,"Focused,Tingly,Happy,Uplifted,Creative","Citrus,Lemon,Berry"
2160,Verde Electric,hybrid,4.2,"Happy,Euphoric,Creative,Relaxed,Hungry","Woody,Earthy,Sweet"
2161,Versace,hybrid,4.8,"Happy,Relaxed,Euphoric,Uplifted,Energetic","Pungent,Berry,Diesel"
2162,Very Berry Haze,sativa,4,"Happy,Uplifted,Euphoric,Hungry,Relaxed","Berry,Pungent,Sweet"
2163,Vietnamese Bubba,hybrid,5,"Euphoric,Hungry,Relaxed,Uplifted,Happy",None
2164,Violator Kush,indica,4.3,"Relaxed,Sleepy,Happy,Euphoric,Uplifted","Earthy,Spicy/Herbal,Woody"
2165,Violet Delight,hybrid,4.4,"Happy,Relaxed,Uplifted,Focused,Sleepy","Violet,Spicy/Herbal,Lavender"
2166,Viper,sativa,4.5,"Energetic,Talkative,Happy,Giggly,Uplifted","Citrus,Pungent,Spicy/Herbal"
2167,Voodoo,sativa,4.2,"Happy,Relaxed,Uplifted,Euphoric,Tingly","Earthy,Pungent,Sweet"
2168,Vortex,sativa,4.3,"Uplifted,Happy,Euphoric,Talkative,Energetic","Earthy,Lemon,Woody"
2169,Wmd,indica,4.9,"Relaxed,Happy,Euphoric,Tingly,Hungry","Earthy,Berry,Pungent"
2170,Wsu,indica,4.4,"Relaxed,Euphoric,Hungry,Happy,Talkative","Pine,Earthy,Berry"
2171,Wtf,hybrid,5,"Happy,Energetic,Focused,Relaxed,Creative","Skunk,Blueberry,Earthy"
2172,Waipi O Hapa,sativa,4.4,"Energetic,Focused,Uplifted,Creative,Relaxed","Sweet,Tropical,Honey"
2173,Waldo,hybrid,4,"Creative,Tingly,Euphoric,Hungry,Uplifted","Spicy/Herbal,Earthy,Pungent"
2174,Walker Kush,hybrid,4.8,"Relaxed,Uplifted,Happy,Focused,Euphoric","Woody,Spicy/Herbal,Flowery"
2175,Wally Og,hybrid,4.8,"Relaxed,Happy,Sleepy,Creative,Focused","Flowery,Earthy,Butter"
2176,Walter White,hybrid,4.7,"Happy,Relaxed,Energetic,Uplifted,Euphoric","Earthy,Pungent,Lemon"
2177,Wappa,hybrid,4.3,"Happy,Giggly,Relaxed,Hungry,Uplifted","Sweet,Flowery,Citrus"
2178,Warlock,hybrid,3.9,"Relaxed,Hungry,Happy,Euphoric,Uplifted","Sweet,Earthy,Flowery"
2179,Washing Machine,indica,5,"Creative,Relaxed,Sleepy,Talkative,Tingly","Earthy,Pungent,Cheese"
2180,Watermelon,indica,4.5,"Relaxed,Happy,Hungry,Sleepy,Euphoric","Sweet,Berry,Tropical"
2181,Webster,sativa,4.5,"Relaxed,Uplifted,Happy,Sleepy,Talkative","Citrus,Spicy/Herbal,Sweet"
2182,Wedding Cake,hybrid,4.7,"Relaxed,Happy,Euphoric,Uplifted,Focused","Sweet,Vanilla,Earthy"
2183,Wellness Og,hybrid,4.9,"Relaxed,Happy,Euphoric,Uplifted,Creative","Pungent,Diesel,Pine"
2184,West Coast Dawg,indica,4.8,"Relaxed,Happy,Euphoric,Uplifted,Creative","Sweet,Woody,Nutty"
2185,West Og,indica,3.6,"Relaxed,Happy,Creative,Hungry,Sleepy","Woody,Lemon,Spicy/Herbal"
2186,Wet Dream,sativa,4.4,"Uplifted,Energetic,Happy,Euphoric,Creative","Earthy,Spicy/Herbal,Woody"
2187,Whitaker Blues,indica,4.2,"Relaxed,Sleepy,Happy,Uplifted,Euphoric","Sweet,Apple,Pear"
2188,White 99,hybrid,4.5,"Energetic,Uplifted,Euphoric,Happy,Relaxed","Sweet,Pine,Citrus"
2189,White Bastard,indica,4.4,"Relaxed,Euphoric,Sleepy,Focused,Happy","Sweet,Blueberry,Diesel"
2190,White Berry,indica,4.1,"Relaxed,Happy,Uplifted,Sleepy,Euphoric","Berry,Earthy,Sweet"
2191,White Bubblegum,indica,5,"Giggly,Aroused,Sleepy,Talkative,Tingly","Sweet,Earthy,Flowery"
2192,White Buffalo,sativa,4.5,"Happy,Uplifted,Euphoric,Energetic,Relaxed","Sweet,Berry,Earthy"
2193,White Caramel Cookies,indica,5,"Euphoric,Relaxed,Aroused,Sleepy,Talkative","Sweet,Berry,Grape"
2194,White Cheese,hybrid,4.2,"Relaxed,Creative,Talkative,Happy,Euphoric","Cheese,Pungent,Flowery"
2195,White Chocolate,hybrid,3,None,None
2196,White Cookies,hybrid,4.3,"Relaxed,Happy,Euphoric,Focused,Uplifted","Earthy,Sweet,Pungent"
2197,White Dawg,hybrid,4.2,"Relaxed,Uplifted,Happy,Giggly,Hungry","Earthy,Woody,Spicy/Herbal"
2198,White Diesel,hybrid,4.2,"Relaxed,Euphoric,Uplifted,Creative,Happy","Diesel,Pungent,Citrus"
2199,White Dragon,indica,4.2,"Relaxed,Happy,Hungry,Euphoric,Uplifted","Earthy,Woody,Sweet"
2200,White Dream,hybrid,4.6,"Relaxed,Energetic,Uplifted,Happy,Euphoric","Earthy,Sweet,Citrus"
2201,White Durban,sativa,4.6,"Energetic,Aroused,Tingly,Uplifted,Talkative","Earthy,Woody,Pine"
2202,White Elephant,hybrid,4.4,"Relaxed,Happy,Uplifted,Euphoric,Sleepy","Sweet,Earthy,Pungent"
2203,White Empress,indica,4.4,"Energetic,Euphoric,Happy,Relaxed,Sleepy","Sweet,Citrus,Earthy"
2204,White Fire 43,indica,4.7,"Relaxed,Sleepy,Happy,Euphoric,Hungry","Pungent,Sweet,Earthy"
2205,White Fire Alien Og,hybrid,4.4,"Relaxed,Uplifted,Happy,Tingly,Euphoric","Lemon,Earthy,Citrus"
2206,White Fire Og,hybrid,4.5,"Happy,Uplifted,Relaxed,Energetic,Euphoric","Sweet,Earthy,Pungent"
2207,White Girl,hybrid,4.5,"Talkative,Uplifted,Hungry,Relaxed,Euphoric","Berry,Citrus,Tropical"
2208,White Gold,hybrid,4.7,"Relaxed,Happy,Euphoric,Talkative,Uplifted","Earthy,Pungent,Tropical"
2209,White Gorilla,hybrid,4.7,"Relaxed,Happy,Euphoric,Uplifted,Hungry","Tar,Sweet,Pungent"
2210,White Haze,sativa,4,"Creative,Energetic,Happy,Uplifted,Euphoric","Lemon,Pine,Citrus"
2211,White Knight,hybrid,4.6,"Creative,Relaxed,Happy,Sleepy,Energetic","Earthy,Pungent,Sweet"
2212,White Kryptonite,indica,4.5,"Relaxed,Happy,Euphoric,Uplifted,Giggly","Berry,Pungent,Sweet"
2213,White Kush,indica,4.5,"Relaxed,Sleepy,Euphoric,Talkative,Happy","Nutty,Honey,Vanilla"
2214,White Lsd,sativa,5,"Talkative,Uplifted,Creative,Energetic,Euphoric","Diesel,Sweet,Tree,Fruit"
2215,White Lavender,hybrid,4.2,"Happy,Giggly,Relaxed,Energetic,Uplifted","Lavender,Flowery,Earthy"
2216,White Lightning,hybrid,4.4,"Happy,Giggly,Uplifted,Euphoric,Relaxed","Sweet,Skunk,Pungent"
2217,White Lotus,hybrid,4.2,"Relaxed,Euphoric,Focused,Happy,Sleepy","Earthy,Citrus,Sweet"
2218,White Nightmare,sativa,4.7,"Uplifted,Euphoric,Happy,Focused,Sleepy","Earthy,Sweet,Berry"
2219,White Og,indica,4.5,"Relaxed,Focused,Euphoric,Sleepy,Happy","Earthy,Pine,Flowery"
2220,White Queen,hybrid,4.6,"Happy,Relaxed,Euphoric,Uplifted,Energetic","Earthy,Sweet,Diesel"
2221,White Rhino,indica,4.2,"Relaxed,Happy,Euphoric,Uplifted,Sleepy","Earthy,Sweet,Skunk"
2222,White Romulan,hybrid,4.3,"Relaxed,Euphoric,Happy,Uplifted,Creative","Pungent,Skunk,Diesel"
2223,White Russian,hybrid,4.3,"Relaxed,Happy,Euphoric,Talkative,Focused","Sweet,Skunk,Citrus"
2224,White Ryder,hybrid,None,None,None
2225,White Sangria,hybrid,4.7,"Relaxed,Euphoric,Happy,Uplifted,Hungry","Sweet,Lemon,Citrus"
2226,White Siberian,hybrid,4.5,"Uplifted,Focused,Energetic,Creative,Happy","Earthy,Sweet,Flowery"
2227,White Skunk,hybrid,4.4,"Relaxed,Happy,Tingly,Euphoric,Uplifted","Pungent,Skunk,Sweet"
